timestamp,window_title,window_class,is_idle
"2025-11-17 09:45:48","Resource Planning.xlsx - Google Chrome","google-chrome","unknown"
"2025-11-17 09:45:58","Resource Planning.xlsx - Google Chrome","google-chrome","unknown"
"2025-11-17 09:46:08","Resource Planning.xlsx - Google Chrome","google-chrome","unknown"
"2025-11-17 09:46:18","Resource Planning.xlsx - Google Chrome","google-chrome","unknown"
"2025-11-17 09:46:28","Resource Planning.xlsx - Google Chrome","google-chrome","unknown"
"2025-11-17 09:46:38","Resource Planning.xlsx - Google Chrome","google-chrome","unknown"
"2025-11-17 09:46:48","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:46:58","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:47:08","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:47:18","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:47:28","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:47:38","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:47:48","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:47:58","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:48:08","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:48:18","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:48:28","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:48:38","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:48:48","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:48:58","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:49:08","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:49:18","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:49:28","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:49:38","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:49:48","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:49:58","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:50:08","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:50:18","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:50:28","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:50:38","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:50:48","General - OneDrive","chrome-workframe-my.sharepoint.com__places-Default","false"
"2025-11-17 09:50:58","Resource Planning.xlsx - Google Chrome","google-chrome","false"
"2025-11-17 09:51:08","Resource Planning.xlsx - Google Chrome","google-chrome","false"
"2025-11-17 09:51:18","Resource Planning.xlsx - Google Chrome","google-chrome","false"
"2025-11-17 09:51:29","Resource Planning.xlsx - Google Chrome","google-chrome","false"
"2025-11-17 09:51:39","Resource Planning.xlsx - Google Chrome","google-chrome","false"
"2025-11-17 09:51:49","Resource Planning.xlsx - Google Chrome","google-chrome","false"
"2025-11-17 09:51:59","Resource Planning.xlsx - Google Chrome","google-chrome","false"
"2025-11-17 09:52:09","Resource Planning.xlsx - Google Chrome","google-chrome","false"
"2025-11-17 09:52:19","Resource Planning.xlsx - Google Chrome","google-chrome","false"
"2025-11-17 09:52:29","Resource Planning.xlsx - Google Chrome","google-chrome","false"
"2025-11-17 09:52:39","Resource Planning.xlsx - Google Chrome","google-chrome","false"
"2025-11-17 09:52:49","Resource Planning.xlsx - Google Chrome","google-chrome","false"
"2025-11-17 09:52:59","Resource Planning.xlsx - Google Chrome","google-chrome","false"
"2025-11-17 09:53:09","Resource Planning.xlsx - Google Chrome","google-chrome","false"
"2025-11-17 09:53:19","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:53:29","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:53:39","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:53:49","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:53:59","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:54:09","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:54:19","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:54:29","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:54:39","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:54:49","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:54:59","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:55:09","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:55:19","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:55:29","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:55:39","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:55:49","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:55:59","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:56:09","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:56:19","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:56:29","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:56:39","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:56:49","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:56:59","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:57:09","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:57:19","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:57:29","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:57:39","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:57:49","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:57:59","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:58:09","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:58:19","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:58:29","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:58:39","Resource Planning.xlsx - Google Chrome","google-chrome","true"
"2025-11-17 09:58:49","Resource Planning.xlsx - Google Chrome","google-chrome","false"
"2025-11-17 09:58:59","General - OneDrive","chrome-workframe-my.sharepoint.com__places-Default","false"
"2025-11-17 09:59:09","Resource Planning.xlsx - Google Chrome","google-chrome","false"
"2025-11-17 09:59:19","N/A","N/A","false"
"2025-11-17 09:59:29","N/A","N/A","false"
"2025-11-17 09:59:39","N/A","N/A","false"
"2025-11-17 09:59:49","N/A","N/A","false"
"2025-11-17 09:59:59","N/A","N/A","false"
"2025-11-17 10:00:09","N/A","N/A","false"
"2025-11-17 10:00:19","N/A","N/A","false"
"2025-11-17 10:00:29","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","false"
"2025-11-17 10:00:39","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","false"
"2025-11-17 10:00:49","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","false"
"2025-11-17 10:00:59","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","false"
"2025-11-17 10:01:09","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","false"
"2025-11-17 10:01:19","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","false"
"2025-11-17 10:01:29","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","false"
"2025-11-17 10:01:39","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","false"
"2025-11-17 10:01:49","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","false"
"2025-11-17 10:01:59","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","false"
"2025-11-17 10:02:09","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","false"
"2025-11-17 10:02:19","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","false"
"2025-11-17 10:02:29","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","false"
"2025-11-17 10:02:39","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","false"
"2025-11-17 10:02:49","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:02:59","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:03:09","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:03:19","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:03:29","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:03:39","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:03:49","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:03:59","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:04:09","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:04:19","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:04:29","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:04:39","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:04:49","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:04:59","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:05:10","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:05:20","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:05:30","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:05:40","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:05:50","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:06:00","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:06:10","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:06:20","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:06:30","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:06:40","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:06:50","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:07:00","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:07:10","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:07:20","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:07:30","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:07:40","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:07:50","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:08:00","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:08:10","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:08:20","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:08:30","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:08:40","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:08:50","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:09:00","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:09:10","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:09:20","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:09:30","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:09:40","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:09:50","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:10:00","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:10:10","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:10:20","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:10:30","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:10:40","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:10:50","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:11:00","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:11:10","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:11:20","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:11:30","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:11:40","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:11:50","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:12:00","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:12:10","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:12:20","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:12:30","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:12:40","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:12:50","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:13:00","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:13:10","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:13:20","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:13:30","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:13:40","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:13:50","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:14:00","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:14:10","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:14:20","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:14:30","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:14:40","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:14:50","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:15:00","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:15:10","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:15:20","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:15:30","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:15:40","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:15:50","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:16:00","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:16:10","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","true"
"2025-11-17 10:16:20","OneDrive","chrome-workframe-my.sharepoint.com__places-Default","false"
"2025-11-17 10:16:30","Email - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:16:40","Email - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:16:50","Email - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:17:00","Email - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:17:10","Email - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:17:20","Email - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:17:30","Email - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:17:40","Email - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:17:50","Email - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:18:00","Email - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:18:10","Email - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:18:20","Email - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:18:30","Email - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:18:40","Email - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:18:50","Email - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:19:00","Email - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:19:11","Email - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:19:21","Email - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:19:31","N/A","N/A","false"
"2025-11-17 10:19:41","Keeper® Vault - geo.bontognali@workframe.ch","Keeper Password Manager","false"
"2025-11-17 10:19:51","Calendar - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:20:01","Calendar - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:20:11","Calendar - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:20:21","Calendar - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:20:31","Calendar - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:20:41","New Tab - Google Chrome","google-chrome","false"
"2025-11-17 10:20:51","Board - Management - Jira - Google Chrome","google-chrome","false"
"2025-11-17 10:21:01","Board - Management - Jira - Google Chrome","google-chrome","false"
"2025-11-17 10:21:11","Board - Management - Jira - Google Chrome","google-chrome","false"
"2025-11-17 10:21:21","Board - Management - Jira - Google Chrome","google-chrome","false"
"2025-11-17 10:21:31","Board - Management - Jira - Google Chrome","google-chrome","false"
"2025-11-17 10:21:41","Board - Management - Jira - Google Chrome","google-chrome","false"
"2025-11-17 10:21:51","Board - Management - Jira - Google Chrome","google-chrome","false"
"2025-11-17 10:22:01","Board - Management - Jira - Google Chrome","google-chrome","false"
"2025-11-17 10:22:11","Board - Management - Jira - Google Chrome","google-chrome","false"
"2025-11-17 10:22:21","Board - Management - Jira - Google Chrome","google-chrome","false"
"2025-11-17 10:22:31","Board - Management - Jira - Google Chrome","google-chrome","false"
"2025-11-17 10:22:41","Calendar - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:22:51","Calendar - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:23:01","Calendar - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:23:11","Calendar - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:23:21","Calendar - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:23:31","Calendar - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:23:41","Email - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:23:51","Email - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:24:01","Board - Management - Jira - Google Chrome","google-chrome","false"
"2025-11-17 10:24:11","SWZ Kanton Schwyz - Kanban Board - Jira - Google Chrome","google-chrome","false"
"2025-11-17 10:24:21","SWZ Kanton Schwyz - Kanban Board - Jira - Google Chrome","google-chrome","false"
"2025-11-17 10:24:31","Email - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:24:41","Email - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:24:51","Email - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:25:01","Email - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:25:11","Inbox - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:25:21","SWZ Kanton Schwyz - Kanban Board - Jira - Google Chrome","google-chrome","false"
"2025-11-17 10:25:31","Inbox - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:25:41","Inbox - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
